"Video Name","Video Description","Brightcove ID","Vertical Section","Verticals","Show","Season Number","Thumbnail","thePlatform guid","thePlatform PID","Geo Restriction","People","Keywords","Keywords Text","Categories","Transcript/quote","link","Longform","Date Created","Duration","Locales","Encoding","filename"
"TDIH Mar 22","","24657707001","March","22","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/299/22204771001_24662298001_vs-22204771001-vid24658694001-img0000.jpg"" />","bc_24657707001","1NiJqAsV7f6L","All","","","","","","","No","02/04/2013 14:32","55.149","pl, ro","","",
"Oil Riggers: The Texas Flag","The Texas Flag appears to be flying upside down. Oops.","40396971001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/891/22204771001_41283749001_asset-1253552580917.jpg"" />","bc_40396971001","D9BiBIBilX5W","All","","","","","","","No","02/04/2013 16:25","46.398","pl, ro","","",
"Life After People: Mining Town, Nevada","A bank in the desert of Nevada has been lying dormant for a century. It's falling apart, but some parts of the building have fared better than others - why?","33331386001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/131/22204771001_33346338001_History-Life-After-People-ep4-Heavy-Metal-Extended-SF.jpg"" />","bc_33331386001","eEj4QcEy6JKF","All","","","","","","","No","02/04/2013 15:16","140.797","pl, ro","","",
"MODERN MARVELS: Failed Inventions - Edison","Edison might have been our greatest inventor, but as time passed, Edison lost his Midas touch.","36937213001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/1119379849_1604890054_mm-edison-broadband.jpg"" />","mm_edison_broadband","m8L4WppSkh5u","All","","","","","","","No","28/03/2013 21:13","258.209","pl, ro","","",
"The Kennedys Preview","The Kennedys starts Thursday 7 April at 9pm only on History","870083432001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/747/22204771001_874905295001_ari-origin29-arc-562-1301647811158.jpg"" />","bc_870083432001","KsVUph4X_Zmd","All","","DUPLICATE","","","","","No","02/04/2013 17:02","61.240","pl, ro","","",
"TDIH Sep 24","","25921794001","September","24","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/131/22204771001_25923336001_vs-22204771001-vid25922090001-img0000.jpg"" />","bc_25921794001","HivRvPMhIrL4","All","","","","","","","No","02/04/2013 15:14","55.384","pl, ro","","",
"Light Bulb Turns Night Into Day","The electric light is one of the everyday conveniences that most affects our lives. Modern Marvels reveals how it was invented in 1879 by Thomas Alva Edison.","36936506001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/1119379849_1604893718_mm-gi-light-bulb-broadband.jpg"" />","mm_gi_light_bulb_broadband","e070L98Llt9i","All","","","","","","","No","28/03/2013 21:13","195.953","pl, ro","","",
"Great American History Quiz: Edison's Children","The Great American History Quiz brings us another good question from Edward Asner. What did inventor Thomas Edison nickname his 2 little kids? In a video with multiple choice answers, try and figure out the answer before it's given.","36919138001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/1119379849_1630555743_gahq-mm-edward-asner2-broadband.jpg"" />","gahq_mm_edward_asner2_broadband","OC2mlJDKpoVk","All","","","","","","","No","28/03/2013 21:13","62.845","pl, ro","","",
"Thomas Edison on the Light Bulb","Thomas Edison speaks about his invention of the first light bulb in this early sound footage of History Channel video. In reality, he didn't invent the first electric light bulb but actually the first incandescent light bulb.","36937148001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/1119379849_1672004772_mf314-edison-127.jpg"" />","mf314_edison_127","8QVeSncysyZA","All","","","","","","","No","28/03/2013 21:13","130.845","pl, ro","","",
"TDIH Jan 6","","24368351001","January","6","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/275/22204771001_24376705001_vs-22204771001-vid24375973001-img0000.jpg"" />","bc_24368351001","kqT3VZ_AMdC1","All","","","","","","","No","02/04/2013 14:42","55.228","pl, ro","","",
"Harry Belafonte: King 'Always Worried'","There was hardly a thing that Martin King set out to do that didn't worry him, he wretched over everything . . . Death was always preeminent in his thoughts.","36888341001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/679/1119379849_1655770274_mf186-march-120.jpg"" />","mf186_march_120","DR0COF88XpDt","All","","","","","","","No","28/03/2013 21:16","121.365","pl, ro","","",
"Lost Pyramid: Building a Pyramid","Lost Pyramid suggests reasons why Egyptians contributed to the construction of pyramids.","36892854001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/1119379849_1599156038_History-Lost-Pyramid-Construction-SF.jpg"" />","History_Lost_Pyramid_Construction_SF","Eu9rfiYqi_N_","All","","","","","","","No","28/03/2013 21:13","119.745","pl, ro","","",
"Engineering an Empire: Imhotep Creates a Step Pyramid","","105246691001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/22204771001_105267353001_egypt-cgi-09-broadband-small-240x160.jpg"" />","egypt_cgi_09_broadband","U_39j4OEl8Ti","All","","","","","","","No","28/03/2013 21:13","21","pl, ro","","",
"Sunday Specials","Third Reich: The Fall on HISTORY","1720994729001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/387/22204771001_1721026941001_vs-4ff45d458350b0e4294101a4-1206954747001.jpg"" />","bc_1720994729001","YpLJtMpOKeSq","All","","","","","","","No","02/04/2013 17:46","61.324","pl, ro","","",
"Maya Angelou: Impact of Civil Rights Movement","Angelou talks about being struck by the impact of the Civil Rights Movement in all parts of the world. She speaks about how courage is the most important virtue.","36933975001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/1119379849_1655769998_mf230-courage-96.jpg"" />","mf230_courage_96","LnmQ118ixYSf","All","","","","","","","No","28/03/2013 21:19","97.636","pl, ro","","",
"New York City Fire Companies","","105264599001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/607/22204771001_105275354001_History-Life-Of-The-City-Fire-Companies-SF-small-240x160.jpg"" />","History_Life_Of_The_City_Fire_Companies_SF","Ijf3V9IcSaUF","All","","","","","","","No","28/03/2013 21:24","31.346","pl, ro","","",
"The First, The One, The Only","HISTORY - all of your favourite shows in one place.","1723010839001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/123/22204771001_1732731381001_ari-origin29-arc-135-1342175361352.jpg"" />","bc_1723010839001","kh2y8kFBUmmh","All","","","","","","","No","02/04/2013 18:29","60.280","pl, ro","","",
"Ice Road Truckers 4: Hughs Truck Tour","Hugh's truck has done over a million miles. Yes, one million miles. The cab was apparently built for a much smaller guy and he daren't go in the back for fear of the microwave. And don't get him started on the transmission.","590000313001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/746/22204771001_590020350001_ari-origin29-arc-176-1282233432976.jpg"" />","bc_590000313001","X4n8Khq8Kzeq","All","","","","","","","No","02/04/2013 16:55","119.954","pl, ro","","",
"Regan: Morning America","Clip from Morning America during Regan's rule.","987066361001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/479/22204771001_987111839001_vs-987081046001.jpg"" />","bc_987066361001","jFqBU3bw2Alw","All","","DUPLICATE","","","","","No","02/04/2013 19:03","23","pl, ro","","",
"Britain at War","Britain at War starts Tuesday 7 August at 8pm","1755970260001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/123/22204771001_1755980288001_ari-origin29-arc-172-1343318101077.jpg"" />","bc_1755970260001","y6dJNCPdeEPN","All","","","","","","","No","02/04/2013 18:35","31.301","pl, ro","","",
"Cities of the Underworld: New Orleans, Louisanna","","23636879001","","","Cities of the Underworld","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/919/22204771001_26839534001_asset-1245422945312.jpg"" />","bc_23636879001","9oi3pEFzNADB","All","","","","","","","No","02/04/2013 14:08","112.639","pl, ro","","",
"Viva Las Vegas: Hotels that Transformed America's Playground","","105268194001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/155/22204771001_105268865001_mm-travelogues-nevada-vegashotels-broadband-small-240x160.jpg"" />","mm_travelogues_nevada_vegashotels_broadband","_mkWOiEztHa2","All","","","","","","","No","28/03/2013 21:13","186.633","pl, ro","","",
"Ax Men: Dangerous Situations","Dangerous Situations","23629488001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/919/22204771001_27235553001_asset-1245753083978.jpg"" />","bc_23629488001","Sy0AOR7iRuKr","All","","","","","","","No","02/04/2013 14:14","122.540","pl, ro","","",
"Jesse Jackson: Talks about the space race","""...A lot of students who did not have a career that they, determined to pursue; that was the way to get a scholarship. Either be a scientist or a ballplayer. And so, I believe even to this day, that the defense to the threats, internal and external","36912038001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/679/1119379849_1655767586_mf167-sputnik-83.jpg"" />","mf167_sputnik_83","iXZMECT1hV_D","All","","","","","","","No","28/03/2013 21:14","84.985","pl, ro","","",
"Jesse Jackson: Elvis as Civil Rights Pioneer","In this History Channel video, learn why Jesse Jackson considers Elvis an unacknowledged pioneer in the black rights movement. Jackson talks about how Elvis's backup band was The Sweet Inspirations, with Sissy Houston, Whitney's mother.","36933576001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/655/1119379849_1655770169_mf168-jjacksonelvis2-111.jpg"" />","mf168_jjacksonelvis2_111","GcWSgzSqcn6r","All","","","","","","","No","28/03/2013 21:16","112.346","pl, ro","","",
"History_Ice-Road-Truckers_611_Little_Big_Wheeler_SF","","1799084517001","","","Ice Road Truckers","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/591/22204771001_1799132900001_vs-503505fee7b5b0e4b5e3a82c-767904718001.jpg"" />","bc_1799084517001","ifhYoJp_GOZB","All","","","","","","","No","28/03/2013 20:26","131.170","pl, ro","","",
"TDIH Mar 13","","24641593001","March","13","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/823/22204771001_24643826001_vs-22204771001-vid24637422001-img0000.jpg"" />","bc_24641593001","eJOwXGgBKxtt","All","","","","","","","No","02/04/2013 14:35","55.202","pl, ro","","",
"2012 Trailer","It's the end of the World as we know it. Who will survive?","47550315001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/367/22204771001_47563353001_asset-1257177806435.jpg"" />","bc_47550315001","xt7LVQcrKizs","All","","","","","","","No","02/04/2013 16:30","141.160","pl, ro","","",
"Dogfights : Split-S: Ultrafast Fighter Jet","From Vietnam to present-day, the Split-S still looks superior compared to other jets. In this intense Dogfights video clip, see how the ultra fast Split-S fighter jet can still be useful even now, years after being part of battle.","36892841001","","","","","<img src=""http://dlaetniuk.edgesuite.net/AETNI_UK_History/1/154/1119379849_1531304791_7568375714dac31f9c78fa2ebccb0f4115f5bfb1.jpg"" />","dogfights_SplitS_broadband","6cbnwgRZ7SLj","All","","","","","","","No","28/03/2013 21:12","68.266","pl, ro","","",
"Swamp People 3: Wakey Wakey","If you thought getting up for work in the morning was hard spare a thought for the Swamp People as they have to get up at 3am... now that&#039;s what we call early!","1520213605001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-wakey-wakey/thumbnail-120x90/thumbnail/22204771001_1580965538001_ari-origin29-arc-157-1335276879957.jpg.jpg"" />","bc_1520213605001","n50xVUowOcHG","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-wakey-wakey","No","24/04/2012 16:45","81.154","pl, ro","","",
"Swamp People 3: Tough Time","Alligator skin can be made into boots, bags and shoes. But if no one has money to buy alligator products then there is no need for alligator hunters.","1520213610001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-tough-times/thumbnail-120x90/thumbnail/22204771001_1520539893001_th-1520549197001.jpg.jpg"" />","bc_1520213610001","kh1QVv1Sz0d9","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-tough-times","No","24/04/2012 16:45","105.187","pl, ro","","",
"Swamp People 3: Tough Skin","The life of a gator hunter can be tough, as tough as gator skin.","1520214208001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-tough-skin/thumbnail-120x90/thumbnail/22204771001_1580965599001_ari-origin29-arc-134-1335279226038.jpg.jpg"" />","bc_1520214208001","_T4cQAHmQ3wm","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-tough-skin","No","24/04/2012 16:45","127.223","pl, ro","","",
"Swamp People 3: Strengths and Weaknesses","The Swamp People tell us about their partners good and bad points... There are a fair few.","1520213606001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-strengths-and-weaknesses/thumbnail-120x90/thumbnail/22204771001_1580965595001_ari-origin29-arc-163-1335279118857.jpg.jpg"" />","bc_1520213606001","4pXTQQlCAKv5","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-strengths-and-weaknesses","No","24/04/2012 16:45","125.226","pl, ro","","",
"Swamp People 3: It Takes Two","The Swamp People tell us why it is so important to hunt alligators in a team.","1520214214001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-it-takes-two/thumbnail-120x90/thumbnail/22204771001_1520539931001_th-1520527422001.jpg.jpg"" />","bc_1520214214001","hySU_qbf9SiG","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-it-takes-two","No","24/04/2012 16:45","116.518","pl, ro","","",
"Swamp People 3: Stormy Weather","When the weather is bad the catch is bad. But what&#039;s it like working in such extreme weather conditions?","1520296102001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-stormy-weather/thumbnail-120x90/thumbnail/22204771001_1520684555001_th-1520494579001.jpg.jpg"" />","bc_1520296102001","l4KZlYvq1_7m","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-stormy-weather","No","24/04/2012 16:45","90.721","pl, ro","","",
"Swamp People 3: Be Your Own Boss ","What&#039;s it like to be your own boss?","1520296103001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-be-your-own-boss/thumbnail-120x90/thumbnail/22204771001_1520539851001_th-1520494584001.jpg.jpg"" />","bc_1520296103001","oC_Ma2_hzCqJ","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/videos/swamp-people-3-be-your-own-boss","No","24/04/2012 16:45","81.154","pl, ro","","",
"Swamp People 3: Meet Austyn and Blake","They may seem young but Austyn and Blake know how to catch and kill an alligator.","1520296105001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-3-meet-austyn-and-blake/thumbnail-120x90/thumbnail/22204771001_1580965593001_ari-origin29-arc-144-1335278968914.jpg.jpg"" />","bc_1520296105001","lbkJNORVq3VY","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-3-meet-austyn-and-blake","No","24/04/2012 16:45","114.219","pl, ro","","",
"Swamp People: Meet Junior ","Junior tells us about the gator head he has in his fridge.","1684506609001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-meet-junior/thumbnail-120x90/thumbnail/22204771001_1684513220001_th-4fd64c83b08cb0e457840b5f-1592194025001.jpg.jpg"" />","bc_1684506609001","gESEsKZfUlLA","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-meet-junior","No","20/06/2012 11:09","99.767","pl, ro","","",
"Swamp People: Meet Jacob","Jacob and his dad are considered hero&#039;s of the swamp after they caught and cooked Big Head!","1102908897001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-meet-jacob/thumbnail-120x90/thumbnail/22204771001_1275731812001_ari-origin29-arc-149-1321354190727.jpg.jpg"" />","bc_1102908897001","SOGU_hRfMzDE","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-meet-jacob","No","15/11/2011 11:41","105.293","pl, ro","","",
"Swamp People: Tyler the Dog","Tyler has been on the river since he was a pup. He loves to eat biscuits but one just isn&#039;t enough!","1102860204001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-tyler-the-dog/thumbnail-120x90/thumbnail/22204771001_1275638967001_ari-origin29-arc-149-1321352072043.jpg.jpg"" />","bc_1102860204001","lcBeD56_0TaR","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-tyler-the-dog","No","15/11/2011 11:41","157.703","pl, ro","","",
"Swamp People 3: Meet Liz Cavalier","Liz proves that alligator hunting is not just a man&#039;s job. She was brought up on the swamp and lives off the land and is very proud to be a female hunter.","1520214211001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-3-meet-liz-cavalier/thumbnail-120x90/thumbnail/22204771001_1520741360001_th-1520527412001.jpg.jpg"" />","bc_1520214211001","N_dYqlkodtOc","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-3-meet-liz-cavalier","No","24/04/2012 16:45","104.119","pl, ro","","",
"Swamp People: Meet Bruce","Bruce thinks heaven is not only a place on earth, but the swamp itself.","1684506611001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-meet-bruce/thumbnail-120x90/thumbnail/22204771001_1687255635001_ari-origin29-arc-133-1339594611942.jpg.jpg"" />","bc_1684506611001","3Gupb0RqX4D_","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/cast-clips/swamp-people-meet-bruce","No","20/06/2012 11:09","71.193","pl, ro","","",
"Swamp People 2: Lucifer Gator","Has Bruce really found the Lucifer gator?","1408510061001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-lucifer-gator/thumbnail-120x90/thumbnail/22204771001_1408694203001_ari-origin29-arc-179-1327328190106.jpg.jpg"" />","bc_1408510061001","GMn3Usr_GOW2","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-lucifer-gator","No","23/01/2012 14:48","89.304","pl, ro","","",
"Swamp People 2: It&#039;s A Big One","How do you catch a very angry croc? Just like this...","1408507745001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-its-a-big-one/thumbnail-120x90/thumbnail/22204771001_1408694199001_ari-origin29-arc-179-1327327971325.jpg.jpg"" />","bc_1408507745001","hQDns14LLUdm","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-its-a-big-one","No","23/01/2012 14:48","108.159","pl, ro","","",
"Swamp People 2: Brushing Teeth","How long does it take you to brush your teeth?","1408417927001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-brushing-teeth/thumbnail-120x90/thumbnail/22204771001_1408694194001_ari-origin29-arc-179-1327327801298.jpg.jpg"" />","bc_1408417927001","u4OroBmF1Ptz","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-brushing-teeth","No","23/01/2012 14:48","81.433","pl, ro","","",
"Swamp People 2: The Troy Way","You work with Troy, then you have to do it his way and his way only!","1408510059001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-the-troy-way/thumbnail-120x90/thumbnail/22204771001_1408522716001_th-1408503265001.jpg.jpg"" />","bc_1408510059001","_fcRROPiXMmG","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-two-video/swamp-people-2-the-troy-way","No","23/01/2012 14:48","97.083","pl, ro","","",
"Swamp People: Alligator Season","Find out why gator season is a race against time.","1102899034001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-alligator-season/thumbnail-120x90/thumbnail/22204771001_1105244051001_ari-origin54-arc-101-1313075477670.jpg.jpg"" />","bc_1102899034001","gzhCBiSCmtgs","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-alligator-season","No","17/08/2011 15:44","114.447","pl, ro","","",
"Swamp People: Bruce Gives a Gator Tour","Follow Bruce as he takes some tourists on one of his famous gator tours.","1102908902001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-bruce-gives-a-gator-tour/thumbnail-120x90/thumbnail/22204771001_1105244063001_ari-origin54-arc-101-1313075838835.jpg.jpg"" />","bc_1102908902001","hV1B148Gs9Rd","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-bruce-gives-a-gator-tour","No","17/08/2011 15:44","212.521","pl, ro","","",
"Swamp People: Gator Me Out of Here","William Edwards aka Junior has lived by the swamp all his life and has the head of his prized gator in his freezer (next to the fish fingers!)","1102906874001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-gator-me-out-of-here/thumbnail-120x90/thumbnail/22204771001_1275638973001_ari-origin29-arc-132-1321352483492.jpg.jpg"" />","bc_1102906874001","Qnj3Jt1h4e6K","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-gator-me-out-of-here","No","15/11/2011 11:41","99.745","pl, ro","","",
"Swamp People: Tug Boat Tommy","Tommy goes for a cruise along the river... And remember don&#039;t turn your back to the river!","1102856167001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-tug-boat-tommy/thumbnail-120x90/thumbnail/22204771001_1275638962001_ari-origin29-arc-149-1321351693262.jpg.jpg"" />","bc_1102856167001","g01DcPc4HYvG","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-tug-boat-tommy","No","15/11/2011 11:41","195.279","pl, ro","","",
"Swamp People: Cajun Way of Cooking","What do you want for lunch, frog or gator?","1102908893001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-the-cajun-way-of-cooking/thumbnail-120x90/thumbnail/22204771001_1275638978001_ari-origin29-arc-149-1321353133430.jpg.jpg"" />","bc_1102908893001","8Fpy2fmnk_uR","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-the-cajun-way-of-cooking","No","15/11/2011 11:41","188.588","pl, ro","","",
"Swamp People: Never Trust a Gator","Never bite the hand that feeds you, unless youre a gator!","1102908896001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-never-trust-a-gator/thumbnail-120x90/thumbnail/22204771001_1275638976001_ari-origin29-arc-149-1321352908499.jpg.jpg"" />","bc_1102908896001","VtfKKCaskMlX","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-never-trust-a-gator","No","15/11/2011 11:41","68.152","pl, ro","","",
"Swamp People: Mike and Cowboy","Mike can fix anything from gas tanks to wheelchairs, when you need something fixing he&#039;s the guy to go to!","1102906872001","","","Swamp People","","<img src=""http://www.history.co.uknull"" />","bc_1102906872001","sUWmmEakTRye","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-mike-and-cowboy","No","15/11/2011 11:41","124.653","pl, ro","","",
"Swamp People: Jay Pauls Fight Training","Jay Paul is a state champion fighter with a daily training routine.","1102908900001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-peopl-jay-pauls-fight-training/thumbnail-120x90/thumbnail/22204771001_1105244071001_ari-origin54-arc-101-1313076261082.jpg.jpg"" />","bc_1102908900001","zkMzvibHcirG","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-peopl-jay-pauls-fight-training","No","17/08/2011 15:44","176.410","pl, ro","","",
"Swamp People: Story of One Eye","Troy tells us the story of One Eye - fact of fable?","1102908892001","","","Swamp People","","<img src=""http://www.history.co.uknull"" />","bc_1102908892001","HwZXo20iJ0lv","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-peoplethe-story-of-one-eye","No","15/11/2011 11:41","93.225","pl, ro","","",
"Swamp People: Bruce Feeds the Turtles","Bruce uses his backhoe to collect plants from the gator pond to feed to his turtles.","1102908905001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-bruce-feeds-the-turtles/thumbnail-120x90/thumbnail/22204771001_1105244061001_ari-origin54-arc-101-1313075743050.jpg.jpg"" />","bc_1102908905001","2X28zasYVTzd","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-bruce-feeds-the-turtles","No","17/08/2011 15:44","132.833","pl, ro","","",
"Swamp People: Bruce Gets a Turtle Order","Bruce&#039;s skills are put to the test when a customer calls in a surprise order.","1102899032001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-bruce-gets-a-turtle-order/thumbnail-120x90/thumbnail/22204771001_1105244056001_ari-origin54-arc-99-1313075641901.jpg.jpg"" />","bc_1102899032001","ICFHVU7rdv14","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-bruce-gets-a-turtle-order","No","17/08/2011 15:44","197.112","pl, ro","","",
"Swamp People: Joe&#039;s History","Joe shows us a little piece of History!","1102908898001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-joes-history/thumbnail-120x90/thumbnail/22204771001_1275731842001_ari-origin29-arc-129-1321355376915.jpg.jpg"" />","bc_1102908898001","KDZf760LsPO8","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-joes-history","No","15/11/2011 11:41","130.631","pl, ro","","",
"Swamp People: Jacob the Taxidermist","When Jacobs not chasing alligators he&#039;s stuffing them!","1102908901001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-jacob-at-the-taxidermist/thumbnail-120x90/thumbnail/22204771001_1105244067001_ari-origin54-arc-99-1313075992183.jpg.jpg"" />","bc_1102908901001","dHLE5wPYw40_","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-jacob-at-the-taxidermist","No","17/08/2011 15:44","165.625","pl, ro","","",
"Swamp People: Joe the Hunter","Joe shows us the tools of his trade - how do you catch 7 turtles?","1102899026001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-joe-the-hunter/thumbnail-120x90/thumbnail/22204771001_1275731823001_ari-origin29-arc-132-1321354901025.jpg.jpg"" />","bc_1102899026001","G2sOSszx2yyO","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-joe-the-hunter","No","15/11/2011 11:41","144.728","pl, ro","","",
"Swamp People: Cinema Spot","Join us as we explore more of Swamp People.","1102899028001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-cinema-spot/thumbnail-120x90/thumbnail/22204771001_1105244065001_ari-origin54-arc-99-1313075916255.jpg.jpg"" />","bc_1102899028001","9utBbiRY1_iw","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-cinema-spot","No","17/08/2011 15:44","70.904","pl, ro","","",
"Swamp People: Joe and Tommy&#039;s Fishing Bet","Joe and Tommy head off on a leisurely fishing trip. They make it interesting by betting on who can catch the biggest fish.","1102908899001","","","Swamp People","","<img src=""http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-joe-and-tommys-fishing-bet/thumbnail-120x90/thumbnail/22204771001_1105244075001_ari-origin54-arc-101-1313076348962.jpg.jpg"" />","bc_1102908899001","cXpqN0UjiieO","All","","","","Video","","http://www.history.co.uk/shows/swamp-people/season-one-video/swamp-people-joe-and-tommys-fishing-bet","No","17/08/2011 15:44","192.600","pl, ro","","",
